scenario,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_1910,40706.63994439805,47186.41541384665,36481.331535059144,44709.30598083924,41863.17555086199,51003.21621755273,41766.95467074031,55221.13130160556,50602.729971554945,57421.64246184854,53073.73010246395,54235.75971147242,52894.626956195774,60815.457422480904,53990.88630239743,49217.96464472318,61865.049880075065,61861.14223981941,50299.056066302306,62345.23708319134,61647.54242611419,49825.08002648439,50541.118653145626,50450.04023195796
scenario_4426,39884.93505814199,33502.423904433635,36470.06176592322,40019.8985728491,43851.86058535484,42598.670586659675,39872.20023164809,45637.78522875978,51516.96363168596,43081.25031402956,58697.977388522275,52270.00295265354,51551.82945376948,71475.98971904923,68721.9992313212,65522.18512924668,59685.10552656825,53479.11262955034,55905.385249917665,66831.16560972913,56486.7272461833,58871.86072575106,53837.59619629402,47869.784937579534
scenario_4622,38433.24321047148,45308.24512420653,35035.81124409888,37507.319792153714,38969.75571089409,44687.68564335963,48881.93359512077,45142.184928531344,57560.24244260699,58337.91393640764,50070.79987183665,54731.28428505411,57887.90091971376,66534.48638484947,64422.916509746254,56699.61139193495,66216.55994383406,45861.21154357128,56876.47631107848,64817.12776355709,59314.68894730653,52981.83304332402,55647.456689681465,46179.418580330115
scenario_1005,39525.31702451475,37346.985454877075,34966.73727160856,27541.2349990354,34508.81381628754,43430.77723351045,47381.65828604903,48189.753260623664,47896.75459412769,48428.60721309039,65027.8208010168,69361.78845428192,59427.48865694022,67907.30951928023,61308.93514110514,65457.10888184702,57002.60924946972,60411.381713271905,58900.71021197815,56871.69680310141,53763.57504992294,46272.3667549948,45672.54672453369,42286.27784558949
scenario_5003,42468.36093846314,39302.77844012638,41258.28876946363,39510.90730069856,38067.9962551637,51183.11571481635,47045.94420014316,49054.45099549756,45543.350848578215,44518.050890968385,62024.27555084915,54397.58040437207,52396.63340730993,64530.232926174656,65184.50574524342,45524.572228058685,70455.14432647299,68846.60300244087,58955.29874551679,47845.76100865358,57811.68891842919,46710.42096225397,45061.6511566941,43105.14398464669
scenario_3134,37383.399827940695,38732.63523490603,37167.876850067354,45306.72041706361,38332.77795030984,43336.2443803588,33052.116056822524,43716.65378474288,49187.8775852689,51101.077139154986,56973.00895121022,51086.092455285994,53796.21932057991,61814.09225327358,68386.2140922396,68641.13187440178,60323.60704699524,61007.78734248824,60903.098809025745,59637.77197789502,47191.68309118272,49839.646730771085,47546.7281736315,46572.09818339642
scenario_3085,31334.35645771031,41306.94505278599,31739.47282931716,41887.96792625983,47037.48234106669,36010.338598913804,37988.688109728304,43518.58068420708,52500.17563403184,49157.467200928346,57742.36662055554,53168.71012761914,61622.815665301845,68508.64806467498,62888.09975857202,66555.59714086547,62379.32412519909,69323.53205625352,60981.056064020544,56165.862710317946,58239.9152526285,54362.6831599344,35690.262456950375,48442.26385715256
scenario_1100,46129.269246906195,45084.88303603897,35769.010981978216,39190.039781039355,43730.99833535077,44550.90071563413,44528.35480950353,45599.5440815028,40288.93122042071,45403.23564094523,50181.469004291255,56032.01977801762,58167.63316076971,67956.75728195414,48982.66387357683,55675.65596955934,60629.582933167534,70932.88131482796,60142.32740823597,56276.47750841946,40216.77626949578,51608.07139680796,49341.011234461555,44526.3341786031
scenario_4273,42292.344956134184,32795.103541285745,39435.59662454337,38379.39692287664,40343.49137491071,42521.73193107665,38841.19165269112,41465.589700217504,53029.602903424166,34528.23930910781,51088.630669756494,57131.50995234523,63146.52711691926,56737.7543918608,62929.065229831045,57637.77792334387,64804.383461230274,57483.96437050517,67019.1386586914,59827.67235847756,60115.37204526158,54819.353655326246,58532.48371279111,46540.781970563265
scenario_5806,41988.421029237776,41655.49087426396,44465.40105208804,35667.53507057437,41544.14298032911,45114.05161628945,42936.63027042071,47503.60697149202,46958.71691619645,40903.59310671768,56237.31854243845,63308.83211841547,67350.9324436058,54743.701808095946,61276.72742685582,63074.35204055738,54910.67877423198,67680.4402182682,61719.89065342231,62633.93020708616,57027.579761739085,50165.82572369182,40484.16241632257,42371.55808639588
scenario_5599,45262.16101946418,43837.288312682824,39948.217415458115,43071.0159301168,44788.061352715835,40920.47654172694,42191.36605994818,50293.74032334249,53553.983752166096,52039.76344376461,47758.41112584004,63744.94897918853,66383.00641345998,65932.20319397005,64099.39121677295,54508.981756821166,65115.0284314373,71822.72335165965,55441.56223846022,60863.70137773655,45587.02044845386,51728.99817097266,42654.81725145133,47245.98126945532
scenario_3951,37235.5770944575,43622.68837262997,44358.60997624695,42049.531140645624,36727.06238770898,49295.22039235068,46642.531070041405,52010.369193201295,51177.79448368183,45843.968399469304,52964.6685039107,51719.17362510158,59899.93639875614,66496.67444372806,52557.333511102865,63596.58417112985,57011.160155803824,67448.03331644714,56121.460796508734,45699.35178703019,58079.15699134168,42759.88414991306,46575.31436874275,51570.478131796925
scenario_0609,49637.11100069699,33623.0501272666,42241.73327387154,41698.833548808885,44204.28695287246,41472.71233884593,39091.372731924894,53227.96753487198,48554.01517560066,54641.40703963943,57985.88542581386,53894.53196498643,62046.49300959797,53198.76464656262,64643.75992435878,67062.03027159553,71375.88331277516,61554.21372156367,50399.88397385516,59859.78841692931,65297.803450417945,52714.31007825195,50047.16766958327,46095.68427652973
scenario_5480,42441.96979419069,43987.24693651065,38077.60498668971,43466.47895436924,39351.96786421024,45056.156514051865,42596.36718533372,47630.76110713482,49180.72105998208,47889.49078456971,51542.22056548735,62963.98073625608,61024.23198973867,62608.36160988527,62307.85200997977,69577.0282828413,56270.41285019556,58891.91101520673,60260.10812676067,54344.42836765526,66354.01075888584,51625.34797820064,48913.00722391993,46004.29045099212
scenario_5049,42747.5004734457,41762.25009255958,40447.29123827579,40962.81548039292,37167.68255999319,44486.92572930876,43770.50144545091,49775.57872766451,38758.21757937955,45856.00878230686,53589.66072582597,62328.25039605144,64897.611369520426,64309.97248440995,60822.45812811622,51512.06926954896,59950.818087434,61483.44292903064,63575.99205573305,55318.95294244849,63761.13532431293,50169.12377186364,44572.25550299202,45025.58865654617
scenario_6272,50852.58380854177,31569.41489637488,40573.87662979816,40412.972071259814,41256.32848722683,41581.47132697863,45097.13129859674,47604.59451478303,50497.90141767635,52200.359152972254,45313.67166822099,54296.69199868897,52196.98675539082,56256.1564309256,63423.453490503554,61485.99759937114,48981.30184422722,61520.606634277654,54063.69175969761,63506.58328510387,52192.90277189738,55449.81187614287,54606.92905814801,40728.16680348724
scenario_3300,35490.93405541232,45059.76645798232,42643.102360905476,36684.17712158717,45850.8836736302,44518.712677234485,45651.6533404606,50504.77456348128,51196.051895487486,42896.32969200105,63138.88230536614,57996.602973329245,55270.86594796627,64764.27390388166,47340.14526289481,65821.93943746577,67283.90573146103,59183.74198950827,46128.50481083812,56493.33184182904,56836.20673211432,57309.78694741228,49279.489180855446,40352.43233122998
scenario_1282,34304.58205068354,33636.43587922162,42039.70011820233,40976.07015482921,34552.84558761362,43082.05021186663,42366.98945547781,45307.855701830056,48194.80201473948,56070.13535950428,52814.717086631856,49366.46139080461,62749.44365870534,65970.57861444112,58035.93880200461,63696.033645617914,62825.931367024416,54988.44326060997,51155.70521073383,70679.98706069493,57025.831112570326,51367.045081964,48343.79954380609,43505.61143509069
scenario_5517,28410.09304705877,33357.79963683418,35352.92518410379,44119.73565138641,43495.06347533928,37189.18056498839,42799.07582133638,38127.14518269544,53929.76220319794,56732.61677374728,52745.95402972395,55131.182608979296,66572.08137431162,59661.90316414539,65229.92960906475,47614.537618787384,50307.39976942561,54713.89856572624,56256.16404638485,57751.03434273212,57995.930257757485,49080.08042170784,50151.127774272536,43753.06781968408
scenario_7213,50974.431867441956,34496.08031491611,38020.37721897317,39256.38682955531,47204.59405265729,44719.42311009381,41228.8857106536,40193.81397721288,56822.077574127645,44823.83558789476,52706.5454786522,64454.848370784915,64976.765928265624,59678.10298766047,61154.70674451037,50130.46257186828,59860.05585688466,55627.23243967713,61681.21739669924,66357.47088905469,54050.28525828615,50376.02905110916,43339.86103728722,40371.21115074646
scenario_0974,46455.29273623496,38613.83936291347,40987.749409316115,45664.37545926992,39652.76598779441,39650.08948785216,42186.47829902375,48822.89702129311,51566.70171192333,56269.807029423515,55845.39249148866,63951.17720068395,58099.91684167897,58401.15144182608,71266.73205098898,67596.20140087872,67908.57763734528,63211.61684233667,59392.355175409946,66888.66568807034,61417.59721607722,58904.08907516854,46705.191063996586,41783.53919126458
scenario_6132,43455.19109723708,44088.22619779826,38394.10690669118,39960.5709332578,37711.420391961554,40779.56901686463,40693.630210297015,46428.15441404328,54915.13280744989,50344.15959374689,45051.48251459527,56604.61195728065,60643.50512508645,64705.502357658384,66062.4857870548,64519.38193019431,58235.83116627338,58919.98745849238,49677.951240864735,61860.32738021657,47929.91292411875,48909.441992555905,42729.151735719584,45196.13220298664
scenario_3217,34167.9027547668,34843.67030444934,35892.95715315716,45087.8379815322,40504.19448165174,38093.91221016926,37015.94025959299,45223.805673159295,48449.17566032385,53338.5411745122,56466.23406744309,55411.59139438588,62065.44120042671,49971.10500031562,68383.98664039186,62381.474144080225,56186.92395574502,63709.32656916401,59705.50943920104,49854.50974621846,46926.548330188685,57210.95859254046,51286.925734200195,51444.10176371097
scenario_2210,35849.938276849076,41845.41998207146,34784.25360658143,41977.781559183895,33827.593270460064,44210.89659791046,50870.47698465015,43853.86885811763,46852.09253243989,54285.36122885528,56584.15123570488,60651.3062604389,56378.87873672333,62962.28972471516,52473.48141713238,67977.21953484303,62443.63878517642,64264.22432455556,52220.81888298705,60334.77669069077,61532.223675943416,48293.74542272035,51885.23385421833,41147.21517241389
scenario_3008,46633.51554105383,41357.946427997354,45719.12164719651,41667.53380355017,42576.030489036755,38082.093878661566,49400.67419623741,45612.27140934805,51837.821628557685,44891.301992747554,59297.84007853365,61832.391523924394,68436.9085930778,54673.45550305962,63854.35599437412,58855.16940808638,67852.87170432486,63256.09986295881,47649.93564245687,66145.97476817752,61773.754048531606,53155.68122904192,50312.21845533389,48188.556420789166
scenario_3993,42192.65023040862,41450.005729462864,30745.39827200611,44388.83475176471,41633.117350271874,48060.880914901085,42900.25337897477,48186.19474548264,50978.961014407265,54146.1274211162,60490.48665567451,54774.04603047135,64928.09586684942,63501.64246005081,65141.36393907784,51547.29747544753,57608.94049914564,59006.313010758786,51636.763767353725,62485.46475489613,55175.51898861025,57744.07674525105,50551.04798672252,38390.310029946675
scenario_2880,50825.78358887127,37017.28270422423,38618.61358069272,37385.341131597146,37082.236662444506,49288.541480130894,44411.87618370332,45123.87621957917,51215.308152043224,57927.25082543029,59942.59151739529,59098.38311401118,64641.613240376915,61806.1121693734,61582.987347548704,61135.312207182855,70271.43699680493,43513.84165608829,60809.810569092355,57912.44352909301,57029.94409171051,50409.45194961691,48553.75906087098,42263.64477197468
scenario_1972,37733.7851454403,41233.75843121677,36379.1496182492,38967.160874971225,39487.299927607746,37876.35083896405,44685.48056920334,42299.26524971371,48584.29019209051,46848.631563293544,56818.883495459486,65732.29230457844,56517.47483364075,66108.15909610555,62736.057496561865,75394.64708493084,64090.31673580749,48111.89796822111,69397.59719773963,59310.77401125829,46271.94693066732,44313.97474412181,46607.925033299594,40545.55032816656
scenario_3429,34322.57710058743,35872.57317991377,41361.21392595876,38450.26788906936,35296.06042474929,43892.630338613766,46909.656030800965,49829.78509693984,53018.68799478672,51225.35764434089,56486.37953422115,60350.0476624397,48400.69506736855,59206.67330349526,53532.37892578448,64665.447638452526,63472.276745000374,51379.17673296219,61112.95394155028,62503.76374729522,52003.607092444734,55984.30386040823,49576.1205771295,52940.38105176245
scenario_1238,40993.39290119972,48328.74908317467,39887.974161612794,40669.409773182415,35779.558880997574,45841.11276916877,39038.77015397824,42578.144127152824,39552.09782824678,45674.17163370801,56156.591184212215,59924.4047933974,63996.40280096116,59911.07710816641,69573.42806857574,68018.90385027588,64164.15984521648,71469.16290994352,64796.807999397606,62069.0091943935,58743.62971222757,53538.61530844474,40388.87850670727,43720.61829502998
scenario_5500,39004.710237703875,40696.16126265668,39484.51893973918,39976.54561736655,35101.37527916163,50986.59329550852,42552.626889772495,43785.18191291572,52201.73012374958,44929.1187846776,60383.73766708584,50386.70269568928,64464.84635559911,66805.31720780005,55422.56836986073,60421.29371446824,61666.29046722007,57664.41140851876,57573.83638346862,51785.3653835292,53211.35965789277,63050.335711140426,53270.29047970465,50143.96133279795
scenario_0483,48027.679761210886,39613.592410384634,45778.622443563574,39582.51027980261,39496.95588911341,41371.63053861168,41403.03250081255,49393.6861571628,40721.47178881202,53447.2229629505,44931.752863475915,51511.662230080714,55747.34347345471,61255.926963974234,61139.644131059766,65200.74339121282,54087.22004744928,62362.06356701424,53558.173802885496,49157.99456116661,50262.66036693918,54784.21799318135,47273.011910562986,44379.57372710508
scenario_5528,33860.42906613644,40657.98432904015,40637.248828044176,32470.013267109272,43775.34157393943,40028.133604974486,40378.08187712464,51348.18919933343,50477.073722802495,54780.04805540162,53539.5803391957,51154.226579646405,59707.9559592031,47952.079385553,67617.72234680378,69030.60359575834,66528.02480862058,64496.4034043717,62920.2813238827,55615.93231859608,52501.39673752538,53872.800845059595,48515.933718797794,42893.98169098378
scenario_2674,35251.887653241574,36044.53276802477,41669.66455046349,39361.02202357021,47064.46415606641,38735.66740777711,48507.794570754384,49236.15490729117,42636.14957564853,51428.85451262016,52405.26918818243,62300.45634081153,62563.02536252198,63917.08188910171,61988.16897313952,63085.96125862194,62818.940823771016,59324.26739808969,66793.7037844923,50953.2504701565,52490.669212837085,44218.83794087195,45322.9571306995,29280.40164936318
scenario_3097,41626.77078616617,42301.73058959179,35132.45379580514,39969.339706512284,35942.77958229811,51476.1150990766,43743.14586363805,49330.94130474568,48356.726318438,55804.669814317065,57543.473288332694,61346.40667913109,44875.523765476406,66965.76803471807,72871.25980463543,57751.08347465561,54335.53546907833,72237.80716564423,52745.36749831662,46505.3912981694,48222.63374350081,51881.786402148166,45720.175079542954,53295.84314457907
scenario_3224,39660.628935724824,41555.30495342525,38546.14517810279,36175.22297898782,34814.874530775756,40114.52034261905,47791.5265009191,49851.15332724364,41240.890781089576,51121.531103140005,51822.47321174174,66406.87058869543,55507.54705908059,61029.90140719828,64465.4067175699,63619.2168953772,61339.24634364604,59765.86941251321,67909.43578440779,58916.53864529517,55268.051856254235,51406.529955275335,48900.83416711674,35319.739800372874
scenario_2081,47296.428404808175,36699.38466656053,35800.607635031316,31181.347926459024,38417.72685137721,43942.904845528974,42676.76286405559,48625.26056455504,50798.54679597317,54983.86896791636,50179.82571122582,64245.38741094715,58751.51264009861,58857.8262654901,64525.53869697109,72745.76701952395,59913.57912940791,49937.25030800905,56059.497220158315,55447.943489766825,57212.29553132412,53155.77395062134,52116.55646074607,39714.73775035151
scenario_6876,43330.06666489545,45825.91641638708,40242.66911183927,34958.25920617791,40801.31577464336,39863.124116609695,41837.20802091429,50625.58079067663,46749.544602652866,47000.379921140775,61327.600312680544,59236.62630590057,54204.31653593502,62067.35192153602,63368.285079682915,65228.9277588589,67495.72701887783,65436.66599610893,68772.31407463759,59469.92453653987,54714.33029199003,64617.89336640446,50746.0901252233,45524.07362048413
scenario_1785,38961.3554444347,35596.15680175216,43868.18529948192,35113.30038115838,41969.85457766725,42708.977115586706,40700.79635077807,46505.61869082736,44679.09605301404,44800.98554438035,55435.188444400585,58445.370503877566,65397.86085724193,68864.0559304976,57407.85150471768,64971.546320460286,54109.99277521164,65289.06585734019,61336.12210060899,57409.29584920965,53192.36481270368,51861.53410562239,49671.57856740619,40295.402097693455
scenario_4047,42603.95144698408,32769.20206524083,34520.80888242221,38283.16283968221,44015.053716801565,43739.867165397416,45770.00910673966,46918.49868879576,45245.649076666654,55622.40845799152,47333.10016690702,64295.60963181425,54837.990306611886,61400.4339995735,63727.832730807255,58922.82736417081,72768.52013987718,63801.872306384605,53474.93171855659,48432.436492576475,57355.76471113884,62000.95600458934,44202.25626081645,50692.85138847816
scenario_1718,38416.79718612048,38183.67760235545,44172.79200004327,36630.48182909282,47164.277442812345,38169.87263094377,46852.583300915554,46296.68170336098,42253.68244841946,41274.185257335404,61998.00584315347,56150.32823231244,70000.31338218124,55132.774810748626,62851.50941753153,63802.18884418142,59679.2869203957,64732.80816278955,62932.847149115405,56894.3242275661,56160.844101324015,44239.42863097024,53966.92366841445,32940.524090938045
scenario_3433,40026.170692591935,36601.89043499919,40432.746119982534,43661.68746727548,40653.56196358326,47413.6488387529,43484.69602269073,46066.4566708776,53845.22186081319,53512.84068600836,41480.07023096319,50403.50041941568,64351.55740157845,68822.9036040583,60520.84388095593,65869.20717176495,69403.95149719958,64199.28848518482,57318.79713312802,54816.78937738884,60535.41265678606,48756.7183641448,48569.81271399535,49250.54771214803
scenario_3685,38708.892837162624,37321.986990846985,47139.78354679832,37809.64182310619,43665.11263741216,43707.55458491641,39208.66458949415,44448.31366627684,51316.48245686524,53569.326874411156,49329.68615103496,62121.066475859654,48931.742048853266,66078.40406604938,67867.2887261451,57818.98818447714,62652.448493554846,60275.81932633904,53453.42077687899,48681.488704506366,55675.137712961034,43855.82628076768,49697.23015078451,43593.95938887269
scenario_7019,38510.6510963996,39815.85238725356,35250.7343409165,38232.37659452493,38940.41096049408,42931.84151214578,31206.242442513012,41373.58694163798,48384.18477297194,53874.48719855856,46682.476890195,52596.45863511033,67630.10229084722,61900.946752734446,62613.04004755325,65386.08476495577,66666.5256618879,62614.48359588431,57996.61750734775,54962.61055058082,48213.72556329049,55964.71493522718,51334.956155831656,44477.46787840043
scenario_4705,43883.04130847183,37028.855379990026,38109.470536665845,42933.96111959085,40485.40600260286,46677.52917264939,46487.39954906023,45087.492320026206,51211.42361168645,59864.749417529354,60302.332246801845,53932.643333172666,64968.61123041794,67265.02349887733,69125.47207009193,47838.543590485446,65657.09670595753,63093.66773415225,59543.74035602426,64244.21524457813,46122.42821336321,54138.17841416726,57196.69778697468,39808.08438920598
scenario_2166,42137.05431777352,35118.02920365363,43245.471649945066,40458.36974959845,41935.80763175042,45447.4447967229,42054.20895721552,47323.21272054874,46779.81791504226,52229.84244330323,47650.64220376685,56621.4122057755,66224.51275014304,43659.11186157696,66115.28422545668,70425.27372790096,63742.52494105825,63422.48137998984,71615.75111618532,71845.69670098713,45208.31033230757,49721.91501193602,49394.58010398074,39785.202738013446
scenario_6185,37450.482849926535,42446.05202948721,43721.10637752392,39054.47209028548,39750.67329483179,32515.10553954459,41923.54466829385,46843.65586370576,49516.761384735495,42001.17869734544,51848.41944201558,62816.561838895985,49872.78219463772,52525.77685222583,58008.41778376023,67390.20638335597,67585.66552297166,61387.69493577073,50450.01116908574,46701.42151704111,55485.38604872667,52590.458470603895,49275.50174819599,42705.65289392579
scenario_1454,41499.36806744759,47582.341971077425,45997.51943174228,39045.567368951495,47942.29155900619,47960.09681144781,40627.86461722051,43086.95500156573,49900.516165223125,55411.33576907333,54134.59323422542,48123.75288188041,47425.46122343837,67243.50259095791,51052.993511587585,70060.65127426643,67579.89943238554,62153.86543252965,67365.68247429784,44321.43930569918,59934.5210284523,53097.66573723132,52405.60316044099,39917.94145712198
scenario_1578,45969.390357030345,40921.70318534432,32716.597244234392,35048.2921828033,46343.57824947915,45157.60216872299,45343.402517129885,45037.078553446234,44951.617441812,52153.1199661171,55927.35424202695,56785.43670200396,68201.87535462678,64259.82566465416,74983.03882021389,62790.857847264815,67560.4964262708,56292.44288073771,63214.906371771125,56865.44381659669,55323.71725915387,47505.850808678704,50622.88338041292,46854.83243635173
scenario_3990,40645.94824878486,40001.58857659542,36231.7855354139,36434.660373524515,47204.737885476265,37199.450900789765,40616.349810664185,45107.24948695807,43620.555220359136,56485.02645634533,51367.48999187003,67482.04577770125,56164.63560912857,70120.1429142284,62048.66230292017,62515.882999426794,59806.487854005856,58777.57037446574,64379.46588478113,59447.03122612192,50180.9147915924,50058.68123394131,47482.568135266774,41944.17388618025
scenario_2752,45101.46992013155,33316.70018298,46346.05302372077,40349.2668817637,37354.57771895478,43655.884595780546,40813.12256236351,51783.05196367571,50829.45071579744,56520.13642785856,55852.83949238931,54959.79179269235,64542.050195346616,54686.095338295614,64106.27493987373,69547.50536114362,61224.96026240033,64916.815326175114,58679.76634727258,63820.85647051303,57856.40495137912,50435.114073747325,48321.75090583674,49173.10262257839
scenario_3928,45750.09036834732,39245.679461269734,35771.119888098474,40805.47879180038,45316.26827143358,50505.14132528306,52518.520769580704,43818.94260720588,43675.25015813277,56912.29665539199,48013.63993310131,61230.00386057569,59627.77897386021,60743.60883368696,59466.637131806936,65829.62551869299,67272.50238473275,61736.541912393426,52771.694866401216,60618.60762257032,54528.9713274816,56287.02561934406,50440.75945278223,44197.144401409096
scenario_2594,43034.11309821402,46265.45824647,42172.958214961815,44597.3985949018,42141.25427926379,40155.82033634783,43281.67045119898,42753.957038696135,48471.79458713341,49332.164486088725,54452.809317556545,53708.003915393056,68367.05058714932,63543.382110245744,61816.025013695544,59429.90193181915,53092.25720019417,53785.78253303277,57402.59996872172,61121.44465321256,47733.828337976534,56561.32391973571,55347.78374820893,34758.70116852842
scenario_3781,45210.47782770865,39008.867685409336,43060.86660937159,39881.16455530337,39419.182788178034,43863.82122792656,43140.65559907574,41328.16564195748,49760.512634159706,54568.59443851301,54302.075562236285,50289.276473092985,63873.93879548325,59021.52572040829,70330.48823662326,59868.24116841969,45653.03463659102,59902.54269049419,44785.17653112085,43617.65770616519,57631.56427352213,48898.89093681075,50518.435261579514,51420.05244319413
scenario_0632,43707.6226304234,34265.16079092713,38905.9410863895,40880.34750763224,41980.14905415127,47296.93592302268,46952.20578189752,50409.43428496173,55416.789137741354,57698.46451817859,45469.579301554215,65462.56934596756,60976.62485545777,51947.05127554547,64267.80965963901,56409.481400365774,63939.90193792849,58870.05749525208,59463.6495339887,57000.13281131771,48713.709116611346,63860.19378770259,44811.14684716483,39437.49669248017
scenario_4910,47397.701788303035,32884.34894158668,38898.213760673105,39612.25532500722,35948.595388869886,44863.41884042957,37854.72233208896,39943.28651130274,44334.76490830081,48413.13313768209,60645.340477168895,60895.9480244476,60455.20994963211,70562.58723310928,61387.10103163568,62839.722129450645,66321.61055914302,57813.499695706545,58963.36300423163,46481.006735554496,55824.97491470901,54998.3866182679,57282.9642596708,42649.76823743775
scenario_4948,32107.20597502518,41899.76085575909,36363.26635450855,38883.50183615286,41666.81074697623,39016.14634041003,51785.879369935654,50501.67549822994,54478.41502243112,53285.2505126322,55011.35220291458,57925.10848332109,62949.522822074105,60114.95875936464,54423.56766986913,57958.46448674317,61519.79462955971,60633.680509527134,64532.7666020794,47061.06677052486,48104.80788881032,52392.10350066916,52138.52014226222,41479.583522067
scenario_7003,41572.03861393699,46179.05818495398,28054.933850138113,39644.14579660324,41535.39826359666,45339.329691545725,46388.27251769923,49109.778709719765,47832.621631863614,47968.637430991825,62443.484173708894,58588.45772984517,63842.05800196281,57489.91169231608,62286.14989619485,56818.64339457537,68762.0925765084,62747.80464467939,62288.73444196819,52724.23268139903,58448.25214130169,50113.694634857486,50517.07077653913,44300.04777732096
scenario_3442,43569.09682199467,45001.795193815655,36932.06512346959,41053.953593300605,35232.800735997,36036.61979608168,49449.51458776177,45289.136262275024,52337.51315125893,53259.54143145993,54768.785693625316,48991.78315164566,61928.774933003886,67359.06565721615,60577.31904754639,57549.910643141826,63611.109261388614,59545.210860763225,56295.87495957457,62928.03195217435,55611.22225116244,52419.576064437635,48571.10552225497,39393.64247397943
scenario_7302,42143.04226434199,41583.45705952868,42439.94506338769,42290.83895541112,32500.559273623003,43240.37351369782,48899.867226454706,50628.33176994864,54437.12292049537,59143.99923394878,63863.90569446913,64188.41459648187,58579.416735139515,65799.56100832894,60000.26036877436,65024.701246406374,64932.35793359957,66744.46902398524,56171.42401664629,48460.03150399867,57166.617274541706,61139.29699636296,39673.06980957568,44904.253801245366
scenario_2683,31444.58631808844,41242.53497012328,45628.67723176051,41880.0987670904,39938.029639100656,47606.44034039845,44299.61406637455,48384.49038005282,51566.978855790934,52183.651112858504,53709.03570674144,47245.00508716293,53698.79478366594,66660.84613497856,66031.73012663273,63267.11847999303,58078.942335841144,53299.63356896425,60544.575340225,55998.79868834332,61649.91370001907,53850.452293839866,51942.339794263,53021.358591868855
scenario_3624,38810.626039765106,39303.29912573267,45305.29487561202,42213.624524320905,42529.59382047205,43095.77185032643,47816.83790998812,45536.49292479653,51130.33274514709,55510.42344868217,57425.878636289766,58539.124358680485,56652.66773844399,69063.12544482079,62883.91655682196,60195.9669315958,69625.21547178287,59788.18669101768,57229.11728684371,61679.09468369739,54366.28789624588,56345.51634562359,50812.0434433919,43827.687080912394
scenario_2514,43368.16040891686,38802.05559747771,44421.115267045905,44858.476452988056,42099.94588347469,42710.19466582082,45655.900238120186,41185.9596745989,45355.94479289748,49882.15178918736,63505.90075906314,55542.00353909706,62846.10334128607,53371.27793595279,68114.21143293892,62555.970327600306,66718.48370969777,65311.42839018651,67131.52340009825,62234.97996929944,59161.20337390691,44627.467599938216,48326.43305224618,44496.43469091651
scenario_3273,42459.22184065421,34835.118413351796,42845.46349912457,40938.45834131548,40290.160837980635,38757.73747980957,46251.34573153116,44126.7008672083,48119.38990410258,49445.618125374705,56024.922742143965,60392.28896918658,62372.96676571595,72118.14175378953,67907.96594929839,54585.14927155024,40840.668312408714,65792.60138400634,63841.069938501176,53973.506177282114,58806.37624421555,54299.07778442735,49699.7114853528,44190.094872599315
scenario_5018,49518.04207282484,38050.66540968666,41344.7382803401,37145.44906568295,37206.428329867,39626.901072520544,46100.95439203222,42859.763128304294,41962.005802225736,49045.08386905863,54084.14425976938,49723.75129221915,61001.385148088266,64525.213490043105,66045.97978856046,67182.97846652142,69850.72488490518,41063.32526204264,71954.78717567497,62678.45197362312,60109.337753933214,55951.217620706935,42489.01067591794,42861.27026292909
scenario_1784,45524.949385152206,44253.253563580925,41610.85370068208,33603.81011612731,33054.136385020196,33707.04659336097,41198.96201896564,50652.65546075255,48226.46083807026,48077.805781600066,57992.47240685454,60317.8631592381,64045.91535154059,52244.80435498389,59972.688855410335,70322.88034703558,64712.136362660814,67533.2113104717,55157.345253397325,59131.90155303692,55892.199409134555,56326.969939987335,50504.75691111714,45978.78243461089
scenario_3129,40723.30451049153,42073.83860893573,31586.91920968832,39580.98462836969,31759.941636984036,38054.392462050535,44205.65043070205,49568.44424941366,51238.26942450993,52680.01169564463,45978.26685278354,60152.59853519167,55480.81288294968,67810.72011155146,61486.78879934645,62391.46838717839,61267.29710856586,63118.218992234695,55563.33593595317,63534.84101983912,53599.161980308665,55529.50920614646,48483.39784402743,44230.8526776077
scenario_4889,37871.544237099704,34567.41044878575,39340.96536407489,41739.673470881986,41153.134558296326,44197.04040106271,45194.37091523937,39256.09098592488,40064.27062061345,52426.701390817645,52714.14002680069,59833.18390085782,63271.166300567216,57597.68232442506,54980.07125312801,69767.9503277962,64851.99249575041,48821.3651825521,56933.6626414514,56125.049221516594,57850.37912133724,56935.18287953232,46909.99604667582,45319.25359035809
scenario_2443,44592.14512172341,38987.542252146945,37818.65161320998,39197.113219784354,37040.14210089574,43466.7951683133,49437.27711948581,43571.47645261155,49199.571403627706,52461.85190014838,55970.05621019515,53996.64431924328,66022.42449016433,54819.73105519115,58825.71532998015,63052.39849066387,59256.025483863305,55507.86498582996,60116.960491163954,63143.89880424797,54713.04723936755,46270.1858698291,48518.14788029502,34726.11393696517
