,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_1948,30538.83994740078,39892.36144919141,29478.863021605353,32587.203038212807,41759.04981850374,37248.77161709112,44733.47836575242,41784.84425983054,49478.94863457318,52529.08641042693,48293.802843604644,58007.71698130651,57108.63752451431,49963.9179534522,52728.54905279816,57665.78474364952,50623.12281814256,40953.790888455194,44583.50394515334,45781.15156074567,34293.907485578275,40801.68436712996,28257.192702811473,23472.688469971254
scenario_2040,23214.409559526004,17834.679049910374,33507.449634617216,14728.018403367518,14956.652153149538,14593.474500770595,19267.447353036558,27926.74725106754,33171.30849156591,34214.45805191511,35636.41767145475,39929.82136698872,51315.88791936271,52158.13584541093,55703.3994905038,53858.51308476244,60932.33905528095,54481.27604986287,29474.77175259549,20913.941957025894,12901.103755893033,13789.853943020273,8816.168799338106,4590.325476523634
scenario_1540,8164.951853115257,12291.490330080585,5961.2840793573705,10898.544188242457,7143.01827287404,10075.352386368826,14425.853042603818,28224.316035574637,15832.330072191668,35961.533473841606,43673.20973203474,33936.178802627765,43270.677358147965,36669.05392322411,26875.55495671671,25069.507324930488,25155.534786925546,37024.26820927525,27798.075471370466,25410.23231809508,30879.431447760442,9479.450507734793,11131.562382042794,18549.274928103365
scenario_3640,30104.13404984181,24203.845638794373,15691.43084023488,14497.110605544727,13205.028150138907,36408.018925763194,23534.701377920257,33133.6733608732,46678.342452895195,41343.50120786647,41243.87795453436,48045.249004934085,50529.210305626446,37463.829117583635,47244.67101496036,36519.009151852595,46258.69354304753,49665.37632108032,40621.33496526798,29135.8562044879,36703.62245284962,33850.20690548075,20358.049812479243,16110.576305880822
scenario_1923,1000.0,2614.664984154726,1000.0,1000.0,1000.0,16492.21344912084,13437.790845948766,18097.991350007087,22285.72650166163,27465.128343310273,24725.7700139653,26060.51853689782,23421.440767239677,36772.102105952916,40618.48420818289,34661.35956767744,44174.25574675708,25515.64838265467,39412.43362059791,14997.984008296351,9466.239638873645,8606.3222329989,1000.0,1000.0
scenario_1160,46994.54669843922,44503.96463531051,37406.680455781636,37617.299325742155,41610.819593421904,47613.37326303997,45746.93247393784,49630.319548895546,53744.31865694282,55728.88174345118,62017.09672485717,53340.44497373259,64386.38532722121,61340.52277958518,62044.20486400439,67346.89647343707,65726.23017896965,67837.24273182917,55758.88456246789,54941.361056512906,58902.35835806459,46787.47132574737,52644.44876970363,47566.263381072815
scenario_2451,13173.909452150518,1290.9458296599478,12047.369903436029,22315.479099920132,16895.73998710169,28973.790175657203,37641.03197317595,45413.59898041897,48511.76145395236,53234.510844658646,51436.26486274191,52455.23477181826,58505.96729569427,60423.49697345025,61081.65093408241,67565.65031552303,65042.668970095925,68873.3346215852,66738.08826069951,62025.2286597906,56345.807789977465,40989.98752739088,33720.61283762775,33458.60502791709
scenario_5208,1331.7933177615196,2716.8428507835124,6061.1025029391785,3003.6196308323706,9657.466071258445,13907.138520004775,24376.567134460158,21600.314131817842,30723.396948293288,22937.501018532384,26443.354659808992,39414.024751116536,9519.258997387264,9570.138059538907,5561.573149455768,34743.215726820636,32710.929153250876,27078.193439942224,13609.091974316087,29136.767547012456,8011.887397247403,6424.76076609204,7891.165984234562,17445.46240687602
scenario_4830,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5509.190408584145,16186.72390651741,15410.55746994555,30277.90803380245,34133.66105508455,48950.037142720714,51385.76192927892,60117.23377950552,59172.28144095337,57270.411614266806,61911.91498216607,68320.8691068682,65338.36315645684,61849.45618928593,36946.597411220464,19872.003429850636,22547.18196408041,4104.525733944327
scenario_5912,31972.955706559038,30318.675886166173,41268.55812362368,34375.78072739045,41135.570393655784,48216.589270883625,44262.55620684557,44656.692286316604,52057.88514609053,54907.20084851884,58189.127783807984,63021.838229255896,64221.32636821404,67378.95784244039,69185.79448935491,59083.52104905738,72431.07624063606,66840.78348644031,67449.14680914188,63535.31464345452,53707.1404936338,42936.38606952844,43445.390124780984,47892.61886109921
scenario_2738,7619.735580774708,1000.0,1000.0,1000.0,1000.0,1000.0,11535.395957593955,1000.0,13609.467167384955,16205.545413001179,18153.873757980058,23496.499931032282,35255.59416192068,16041.939390172642,22785.523358061706,20151.799046004104,12396.653436161389,24226.25725419698,18409.236508148086,1785.9547144256378,5863.969552353294,1000.0,1000.0,11595.526762375492
scenario_2511,12715.68697223322,6745.919803021643,1000.0,15162.717202153653,5204.035629603066,10333.184949777136,11990.367312388376,27489.147710978177,35686.14588839746,39035.02191316619,29207.54799458211,33524.405693341876,34304.94630508175,24800.600386027683,32189.565137282403,27604.023071725453,29715.88307271199,33462.428883660934,33742.94220140409,32620.399801641837,22037.92929218534,28401.32831401237,9255.806310352738,15785.399155982086
scenario_6732,16616.59623352572,20767.612892436286,5091.390841647619,13380.631915014885,8957.519481184769,19518.977125511843,24254.812780266882,36382.76918335226,38010.947119159835,48071.161089886584,37321.9004865436,47695.78159965895,37182.942103200425,50023.55943691198,47152.32645326764,54988.05769765501,55750.07066271158,52721.18527796844,52162.46012252917,50543.29804947594,49158.173095432736,41187.131536011395,36800.753058660215,28892.173535178943
scenario_0120,16589.45763289166,11646.475924339276,6951.047829827759,14837.297174873369,2040.1905175338034,11307.589559035572,10980.768163140223,16617.263224353515,3756.8811454162214,13723.511944555312,22302.63169919185,32919.9434780905,11613.669704171969,26129.86423780396,11762.688386242211,1998.4648956873407,7162.727413158848,29684.941617324475,17702.54434747007,32356.13833880916,29072.727072292106,27838.466330215644,20663.604031309565,20152.982021668893
scenario_1710,19063.85343882734,30484.55616427912,14068.454845474116,15188.812279773509,16585.407233113125,26696.344544217573,21079.131160505818,34422.07303792364,51107.166439641245,48045.55667991433,46691.9646501364,45649.60675821833,50602.60393758905,55596.65161580891,47251.23171214851,59423.910453789,61244.70219507872,55758.523323819354,61389.46002448561,59789.63098762649,39180.263218752945,41853.24797138262,26389.363608279265,28822.425932083315
scenario_4416,34662.68495929745,36261.946749178845,37190.724700771796,39339.753009397245,38073.216393372146,34879.40860834304,23834.437815543097,38788.01476715396,34915.424533578735,40666.30150242077,40441.084188632725,50522.688436032666,37904.618042563685,43474.59028308393,45286.15397236441,44982.23060626838,53297.979689215186,49109.17668771929,45024.2491226462,36567.076775000576,24631.03273383117,40370.799012677206,18618.37067952542,18732.46360811447
scenario_5739,21563.440960646356,28187.265292710832,31958.24265739652,41778.63624460463,23244.34247605834,35812.39138932803,45903.080215653514,34488.55802242155,44553.532632502145,50864.25714013841,55443.15695710879,60533.80354293295,53751.879460227734,64753.36734289565,60028.13132960867,60659.593287197335,59600.43667760628,67239.8156741027,64565.093207855396,58092.63054623509,34668.390361090074,46379.83036488276,21093.329871551825,44897.61700244767
scenario_3401,27898.40283554034,19732.31710309796,19379.292749481352,20395.22119329242,17805.41832369583,17592.65495538341,20132.77362527408,33611.95047900679,43461.428350935515,38768.81779014176,49756.87914990178,52512.88256931648,54910.37877993042,54114.13562984479,52271.892978187614,59674.69943879751,54028.192360363835,61308.852742355186,53762.163484930905,52914.338016777016,39199.409517696855,30915.98518658682,25215.02625575175,20687.27154433557
scenario_4313,6372.37701914394,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,7896.9092943965425,19500.67790823171,34740.88082522023,35921.096749383054,54976.17625483053,47980.79030050825,54086.23797787692,32532.105765672786,52152.75568147827,53815.763655710754,48827.12962965958,44282.53844146576,15015.90607909484,23936.00279382406,27046.871979603355,18256.13366005695,21362.90457092102
scenario_3269,8764.877880594271,15781.350448259604,17607.61676858906,19649.109012943976,16039.596209918203,24027.845838869973,23553.709828530427,37233.37215460093,44085.999227957334,42712.88931219893,40900.96782215558,46733.51386833454,31397.180476735084,27992.13469556276,41922.90542342477,38233.48749750473,35974.66611181161,38371.40204040835,29592.78165975073,25384.096605177343,19400.64074658625,19838.07735825792,1000.0,15375.944691077806
scenario_6626,12097.097085252426,9753.944680738954,18770.14500379885,9598.469588470922,12092.662874199974,4125.933181428713,17486.280416561684,15869.574420400733,30404.71403595774,30430.10846756027,35581.83926542278,47915.58993066389,45644.559554352425,38579.15678908075,41852.18808271337,54932.4691788257,44072.02917408386,42436.66268449538,60677.80716798474,41210.89504181137,18612.249711938864,27197.345378624723,7532.968581623689,6532.030443328091
scenario_4129,16502.573558482,15562.246715612353,15909.315954188838,10481.340581383185,18060.29577842346,14198.548385001537,22047.007363726807,17231.91284881586,26865.45744244381,30295.223221071887,40558.210817116036,34692.60156547346,54372.82826999076,48067.34687971983,50337.08921016627,56780.09895682994,60868.87552686135,57098.055915711804,45651.093467314,40794.94850708296,40503.420659551004,28950.312146979406,20499.445466224468,16698.140991195105
scenario_0017,25514.043164025286,19203.00535279208,19287.13511662055,21319.10313980992,15153.284703273366,22987.898998587505,15313.68676630794,21646.549471741862,41403.50291017107,34169.02896260604,36617.21384755448,46091.840041022486,51083.04360250927,54641.24163094228,57696.162679519664,55142.458474704086,50438.33639606679,50624.701685870496,47437.554248343426,49273.42438005188,41595.988827135356,17634.99135250011,34756.836505959815,9368.694434298981
scenario_4281,1000.0,1000.0,7725.765922910396,7160.837235471256,5224.63982608966,7210.119188476635,21192.221620569773,1000.0,26054.594044633053,21941.909368632812,27971.292187068073,27377.8898065011,16746.73148577398,38982.389217499745,16959.717934358465,23529.98978823547,25967.437389662035,33173.12546447073,20149.528424040516,6042.796247272468,1000.0,5593.539203055232,1000.0,1000.0
scenario_6420,29373.85974419326,30481.93083931263,32623.58524227766,27874.9454235905,23948.44450482792,32382.55176183233,37489.00537036398,34113.421642261696,39865.15894179511,41539.22276584886,34896.47812216517,39545.724512942325,29595.151237787664,42588.061516403206,23105.980378835804,46891.00620255246,42904.44138447874,35660.29776976731,48771.508968730246,49915.91820553938,40119.80654225113,35697.48474431205,35839.76315996368,34989.2045653365
scenario_2261,22631.32569229415,23994.571173118107,20564.78838057514,16757.685801783115,14735.420319435692,3696.032651095297,12925.512270258298,6100.401868965577,13016.444267556279,11192.328228473505,15184.805224799497,20978.034977395124,3187.615768920514,1000.0,1000.0,1762.9920861131795,23356.397778219056,15219.067346378768,35519.188969012685,39595.943679567405,33277.885300885246,28984.87849376687,27622.452609730703,18182.47937808389
scenario_1888,23320.582556726666,21265.5813915626,17647.846442271984,24147.651609267567,16620.368638810985,13514.42574562964,22731.00947486145,29481.911525372605,45957.28687187967,46800.33567779446,55729.15347571007,62340.849935921986,62073.97268619055,66578.2134461741,61269.03389099015,66698.95386077088,62257.09417540579,69956.63134672983,58632.19011106984,60011.070861719636,48868.429294539215,30931.91140717607,30100.386723435764,25014.848585766304
scenario_1569,18972.395769971994,1381.4253663703348,7456.474600092977,19157.83857558706,8826.260557709498,15034.863317016192,12338.507322680698,27942.499108143453,29154.834774619347,17957.489623580324,28588.216254951345,18898.020952970022,43097.339273168895,25825.081917970758,42231.19919391893,38192.11761768724,21031.211016574147,44485.19744389611,39162.948849285836,30042.888991633834,33318.7022606106,20563.79280227711,15158.557953026902,21538.8057967287
scenario_6969,24723.175920055688,32795.882187896525,23010.418950283252,36420.55372549374,28267.878210250507,33458.65376567647,38983.24138182051,37652.67617007114,43105.699579986845,48092.22531054726,48670.43031782725,52763.649454677776,53389.27593882791,41116.527485737635,58049.83800647751,60003.82163189154,63607.19682081936,59920.451524662836,47334.61367170817,36966.521426831205,38326.41618126054,36670.76853512414,38808.866288269055,25704.305097480035
scenario_4693,26973.46912410953,11706.199513159427,13731.268879961845,19231.73671961964,19333.989942811513,26048.238675821136,35563.84416093902,38533.21624751737,39909.60062157124,52000.68551696345,49353.84514043205,53896.911330843235,56132.13623216703,53626.912893224246,50230.69920938807,62915.234407529846,59094.862512449436,60396.56000694351,51369.72353137323,52858.68024270535,39260.18082301528,22559.221696279274,27666.557405336043,10750.876868187159
scenario_2973,27865.62412106271,26366.10726803267,19745.36772325748,19318.931512592848,23909.099330920322,23308.436001594036,22885.569801576177,40038.33035339308,37977.841882867244,46633.15671236936,53938.662661929935,58263.095121878345,55585.48908275299,51023.38825284358,53483.975331535985,59873.729265857226,65963.23453796296,67577.35129359736,63351.14637971656,56483.59943969238,53019.95250943034,48059.74779390519,25589.70664182227,21936.284701019802
scenario_5801,1000.0,1000.0,1402.1688825611927,9764.25933321115,7019.892922523017,6086.5525354027795,17546.08979252288,30484.305422391997,34133.093981268976,36861.36699328114,39368.79450345619,48014.365834810655,52276.952497562495,53022.01604668524,56913.341736412294,57598.71150237854,47435.77706274194,54821.93325320718,43916.499950916914,31106.974040690082,30903.438015251362,26413.57536951048,22527.511917954474,13098.839009315852
scenario_1346,15124.48881201605,18309.191324155785,9117.55264259578,9245.959515977549,18420.391732359883,12841.725287184581,18555.952984863892,30863.831106731042,36019.28484448034,44462.115089477054,46387.85466515129,48451.40005776692,53438.01065471609,46695.86146757428,53271.7317435475,39322.43204479885,56585.44399149866,40245.63768518735,49228.631650113355,39482.83722817863,37013.44496988917,37377.31223162092,36781.73947007314,12911.725120269744
scenario_0947,44834.130000266116,43712.95238454525,38761.79920253316,39651.725395148365,41063.121420853066,42370.02306129615,46952.32722121646,46041.840954960324,45277.7841186234,49308.25955415095,52839.97829930282,52738.04187059124,54423.61227924502,59102.80369225639,64834.64669035679,60459.73653282251,62898.56002475192,57684.37253087909,54795.75559919183,55650.55239173189,51514.51999789556,47895.07811289279,46156.712720746604,37782.94532309584
scenario_2742,15106.133415800468,14337.849392401331,1000.0,1000.0,2537.6333001804887,3625.734515377917,17820.999861984943,31160.577954769644,28091.29613143636,37554.03842186935,39755.490698264366,50786.4055888413,26623.26308731341,39535.074786337995,52256.53571084774,53020.56569372336,52898.99114303573,54664.32182513442,31754.032369579236,37592.04746841401,28912.666169928736,33327.354120666816,24846.473297532648,14562.22705396638
scenario_5376,20971.156994996512,11511.907067730914,1000.0,1000.0,1000.0,14834.580529145263,5423.497289530476,26883.096958929113,4745.761877494184,47170.8703071449,52200.50658370925,54371.748842487286,59891.232281708006,25737.546708267822,50857.10513612524,49377.92553270996,52474.64892935959,38017.492031650945,26984.782163585023,19581.38718227843,23318.67002103488,21045.71920301859,21224.522754161393,21312.45019119428
scenario_4151,12824.56803333672,14229.360733622525,26402.12828292469,25943.272503615543,22925.9074269958,25303.319497583147,25330.927081671092,43724.23977389682,35440.3011716487,51130.14185118044,55703.66111214238,51202.91785139737,55395.52304842087,46354.10390725023,43357.78591255347,42123.28917932967,50873.606200911694,47252.70506298283,53254.55468849693,52376.15856000842,39211.47665455409,38617.740623108824,32744.566651713074,30077.349433347004
scenario_6372,33513.76973800973,14764.327458996064,15746.567351464386,12716.237573592956,14995.647009725104,14298.14178617275,21487.27126868084,29617.944938591376,39555.36177841351,38829.93454427468,40583.21704681644,46009.43028728317,40285.909314768825,59766.53343239826,51483.49532660194,57964.382727500895,54052.07008325038,58750.264666227,44499.49142011933,38891.15516789044,45046.72893036004,42638.23345190091,21608.141906361117,24509.998646218963
scenario_3965,7843.331131068277,13655.266305327343,13054.641285442089,6246.748205909069,5686.101766586384,13009.61211297677,24648.125927763653,28696.468987852826,40668.61151934593,43851.68588500912,44881.560369990766,54580.80344723788,50449.6834642519,59445.883682920525,58022.250688725304,53886.43789416502,49254.10174020844,57158.750361868406,54787.09746233906,54964.45999767123,45606.78083941362,30088.118940152108,26289.97523031759,19025.299082608384
scenario_5714,46503.09237385486,30381.06458456267,39946.88350462877,36744.27371271059,37589.13816572688,30801.5719831931,46942.9158599447,50546.49417130624,50869.71604960814,54485.43683680855,57713.994835768186,61804.215798022225,62818.22071963569,64795.95555668508,68964.60048292622,67199.0284653297,66537.6827134672,64560.6670533517,67095.2273454538,48147.74022140707,51371.481865546535,45966.84121938785,49176.15322010844,48065.89778616078
scenario_4262,25079.959130820484,28261.288337390433,34455.136671328204,36873.35049011967,29763.001685344552,40582.4571521868,26090.53379119884,35881.16428971163,43244.21319887146,49869.66371897269,51281.24925823404,56299.61294957801,58225.882999887486,63683.25844069192,59486.04924823502,53691.87872180748,56260.23894843895,51005.46853706324,49673.00732623342,49572.99601492504,46969.69146617642,39035.882186965595,33289.6918535219,39027.64843450332
scenario_6092,21403.489398623395,17517.862576500658,16046.62877024648,13949.594169367203,14235.566919189852,21645.053813914543,5660.027218418335,26005.71194592632,39500.40166869472,41409.34627331229,40769.567203392,48634.58649235363,54808.29590985709,54810.72854777925,55735.71251441643,51595.43896182432,57407.41132377243,57325.975433287254,62323.54205852585,52583.03748427662,44721.750909948954,38548.02363391767,18652.589505116142,16534.258968325616
scenario_1112,34709.83603658755,39059.08644710875,28064.45828346361,43487.79666199275,40712.61803783689,43475.65727480329,37924.90808626407,39278.11032979606,47898.84238090843,46294.086177012774,48479.83153159704,47897.30903490852,54456.37034314192,56300.32150405627,26517.67462453772,48533.58970310456,47838.573312838795,35567.660684396804,35868.82841388337,47185.57843611446,31606.809086439785,36395.58402624156,52857.33493001985,41921.05399674719
scenario_2033,22218.530441271832,20933.52808968687,30818.92289303216,12065.87398236142,24158.3284942724,25079.34275771797,15386.536588074916,29146.923196051543,32254.636288063513,50311.295405695164,34746.29538231508,52685.45055341252,59149.69901040064,64672.398553482,66310.75298138594,60879.89785225814,64094.46564490021,69169.73342923798,63731.83302787086,47938.960436836336,50966.80712718201,42707.01467114617,49348.93662541949,27778.31014256461
scenario_7125,39282.53015653745,28140.983945335414,42583.95517374957,35726.59285653503,34897.51761665876,42768.47350088843,46083.733851486,49011.47691089176,51272.02709020603,51500.57037799065,54017.143307109305,50035.971676289264,60312.78962632863,63279.15078272005,63018.34789087542,60338.346259125894,66902.0786190368,64154.04013031326,64170.749576190996,58186.19374353106,52340.25308027106,41112.95049841187,45649.67112626879,29369.410596926948
scenario_3125,11265.71974328427,8566.689063031095,1129.078434071016,10964.484427617244,17224.21546416456,21303.597566725104,13144.573190692901,25210.34260171416,39288.55214229024,41872.49712088034,35847.69018947246,41178.26067997477,47832.85156578189,45799.79983915585,45319.7578076448,48549.97066638722,51246.63995318803,50780.330112693446,46683.435406442,49660.38893366301,39525.79767682121,34828.69365488919,18569.13377331453,17936.313812247783
scenario_7169,9655.338079017718,13240.426159472507,11354.823350507548,6314.361745253489,11154.02955666963,14973.781754396063,10849.125509430358,22495.443419451676,17628.009808253657,24272.47559209004,27421.719499489718,20625.98050334579,18773.0215883394,47479.152856303,41124.088950833866,42901.20417996582,32295.901533730015,38267.173430069946,30514.487019315067,25871.594271562146,37272.67613663281,31774.952555160748,24830.44217972134,15756.068755745
scenario_7454,1000.0,1000.0,8557.054392045029,1000.0,1000.0,1000.0,11901.244721820498,28938.56905881877,20921.03458166146,26075.91948296471,27230.336850230047,31531.421471509173,33909.04757228245,45689.603423958644,49414.17364375699,44957.373249944394,33965.74337539006,26625.3350184108,24140.677002168486,16820.837377363096,9166.739908284217,2904.0535593641907,1000.0,10170.128176410697
scenario_0452,13149.497579021809,12493.843906607246,12233.01211591994,16346.781158500045,10871.835421401796,14175.748033032687,10950.562940698741,21137.845121810995,29927.848664931204,30501.94682369973,43431.60573724461,35865.102364593455,50992.53779609743,47796.01302016255,48696.23498715677,42671.21772086412,50257.76301690906,38290.519335676625,37860.709100449516,39152.26885107803,20937.586892620406,32017.630497169364,25934.914426228024,6277.520968547513
scenario_2488,40727.70474126837,37152.0662026632,36466.90008457388,37808.318823149595,38959.30902156855,46694.922521252935,43857.45984005663,45804.87240412188,48942.027893612,45916.94972221833,54108.19865441052,49784.28672203336,52579.83393141716,58804.52132134116,51432.2413795528,53050.88177160397,46663.86327378444,63773.80330714309,59280.007038951124,56076.18739545339,50546.11821479954,41629.621672841924,43958.09131340777,41672.671674250414
scenario_0580,15840.982335347238,8226.425866976562,11802.520401890004,12035.329292978859,14284.507329875945,17586.993164961554,4674.772604692675,27291.300468306967,44134.37470874005,41631.04827991166,39827.253854438306,46206.74519822099,60318.824981685655,51817.98297668644,55363.319998909734,57997.572619526196,49252.33634509243,60413.120996234866,43659.50123974384,47600.222812741056,22895.923852931955,25645.089617993188,25315.192796937437,9713.614680057675
scenario_2417,27144.69661023235,25557.90863265996,27540.09312645755,34868.91879319297,24744.30558739694,30756.644999982895,35806.52168340821,23284.550265487007,36479.398131852206,40624.1217419652,40570.95692668311,41723.64233960926,35647.87418020999,51394.19478746724,53843.43574235533,54984.54567393566,50957.04052588113,57193.45699050241,44116.100738678106,40500.720385039065,37279.61951455617,42063.616838256305,31091.102555530862,25011.6173503315
scenario_2639,51823.24879344012,45994.428896239726,33853.45130533766,38586.76580208597,40427.27996595354,47977.71119986227,47621.12659465805,48711.689714298176,51610.132166332034,54527.95474207275,59990.57699188867,60920.694918230765,58319.65765540046,55849.36409164183,60423.252784695615,60422.80255656383,56054.32058805216,54279.222797738206,54049.89094056434,55633.779856257126,54956.82925857355,48425.89931071825,39223.63911310849,36132.163309336516
scenario_4816,1149.6774256842036,1000.0,1000.0,6031.447371256967,1000.0,1000.0,10988.899761811901,5416.2678214991065,37578.951277146516,28299.8239233009,31917.508385868823,45516.41764307316,41214.46313603274,52503.325288293665,52618.400720747726,51921.256793166496,49847.652341686764,48216.81312241774,52541.260210909015,40776.41363864415,36633.97929944548,21681.627389361704,8948.212694080008,17399.07308751387
scenario_5733,31265.187392460404,34082.82852517677,15408.15228395491,19309.48145478153,32330.33495120425,24188.15198290213,19121.897492409462,42495.01921055146,46579.18088455651,47469.845011065685,45505.02474641815,53688.01734695941,60121.82814155522,60798.31175392009,61081.94685390825,63736.56870378935,58641.72022153098,56485.316896945835,59211.304578838244,49733.51293168021,36292.15471750537,43896.41105594765,31906.00447339803,31891.864885938223
scenario_4299,32096.759906179734,16855.791825967477,20920.385301997605,21950.328002582108,17307.897490566203,29985.047679528718,19951.710798847016,47647.60970989403,46282.73439389997,45616.580479964185,58801.670454235034,54082.677647239965,60861.69802183704,63834.167364148205,61793.67172080131,62996.04435855709,64373.99099417999,58787.922211072604,56605.26690479543,56938.666126707045,51306.583887193934,31988.89701350403,34287.64057172497,30495.512431453815
scenario_2761,35826.1883921977,27708.11485993064,33660.203520405805,37802.550879412636,39685.822883288405,43616.72583035094,45942.36374213551,47595.558362834665,50460.84840452586,50984.94029502118,51715.48140186115,54389.987773803216,58989.28965534395,55904.0261367407,62029.92214859727,63979.96781058598,55290.874254596165,50428.51374958886,63355.72108338486,46103.5846734941,36621.896674077376,32684.13739353141,25338.999199566304,23741.27603420845
scenario_0193,9132.35784202777,9327.31620085665,9233.430943580854,5947.405518874162,11420.495498163255,13254.332525731203,1000.0,16911.773944244258,23668.23542538831,27116.1719588672,28006.49003944919,39211.12767492891,44945.029632592756,52322.68243161397,53100.31250172887,49647.53081426384,48719.66615230443,39639.25614959079,44549.881514834495,45441.99703638142,23728.96165645088,21976.04794139028,26346.433520333307,14051.60172230583
scenario_7438,6024.508717666169,1568.8972616583997,14925.040858204207,10729.91832401172,1000.0,17557.379104501804,19228.287234382024,21941.6094660437,26098.003964614385,34164.23346179737,46071.05906936542,55631.947572468765,34117.31387420649,41236.82312062773,53382.984639853836,47785.986771203156,41048.64118329143,50289.60086481971,46379.73094499271,32478.232042489468,32524.564024280702,28769.36351874943,30262.819345993776,17829.834158907313
scenario_5679,13618.61034169524,9223.190719755105,9000.513800022458,9994.24662065487,12679.168186275096,12630.764055275133,4964.031306369904,16723.07358404079,11684.873656037107,27686.563183366423,29311.77027859128,32717.881822713734,33586.09197969311,25105.677318521903,35420.31784572407,29310.436858790836,37130.09823335271,48314.59779793215,26537.329648134117,18340.67559769045,2131.6228767120483,5156.319081405738,1000.0,1437.1033092988873
scenario_6489,20202.399122044182,21422.10241563125,32986.89998077353,20503.463066993612,30198.515348891553,26039.69488936622,19091.599245931626,40330.32369338916,37109.036383491664,40960.93392203233,46607.61858292049,35037.24301099399,43531.925078887456,51866.53500306302,50037.07077780255,57738.05861928701,62994.72447427616,58470.44038580904,50036.23662998677,49895.765707010374,50493.27171166532,31335.482373083025,17044.909252098354,16487.676774533615
scenario_0868,9448.850354432027,1000.0,1000.0,1000.0,3135.7594043767094,11262.308690834463,3926.6270740174614,6449.052562020195,4677.063967830733,23573.778631728226,46561.37530550617,49988.35332698464,51219.35896470788,50622.94281223701,51222.63482993058,61361.78870280041,43996.812419384354,56910.82422405791,37844.029084892856,50099.401397143585,24675.598041151337,25189.615477509775,25478.79856408723,11097.101437139761
scenario_6818,26961.113930065072,36141.55365770419,29394.09796240242,29961.261097935978,23348.160565594655,31286.72852161555,18341.494367025818,35804.546235429494,44273.67511265266,46220.300259055904,41282.170155164495,48973.664531433795,47382.57749979335,50210.62100789188,59639.80653799958,54252.69584143495,40294.80673825915,44528.12814880891,44074.77261625363,48301.61476894942,35607.130121337614,31513.675214549094,36280.701921468695,24522.691996252284
scenario_1630,15707.008312827627,12852.131437000819,1000.0,9842.663910890766,14758.925615375716,23299.65172347621,34249.35338058053,38305.58881181501,39996.84203423689,44557.15778666839,47099.80003408465,48959.77879448696,42931.251631037405,50070.69210034275,44986.66454828244,47699.27222692111,53438.75620506615,54148.65088758358,47436.07873968924,49733.17555874643,34507.97631841026,33329.964132570516,30371.507063635232,22431.529377431485
scenario_6829,7280.059194604502,3065.333232248522,1231.4364438704215,1000.0,11858.424835832444,6798.638634580646,10520.958191513799,25058.308031279896,36991.811606973555,35280.87700573681,42322.49210733962,41645.8077079047,53114.60590706635,40310.83482875761,35884.51595404939,46159.80927552005,36437.442229974964,40231.72249992002,49521.94204524625,47148.84818093144,38480.801035495635,36860.129741761564,29908.47877201426,12060.583486993528
scenario_2395,31254.954336584542,24299.981636414752,17539.56850046512,24969.19864932303,31854.141357797565,27890.891538195472,40116.91993276817,43421.051537342544,46026.40239665935,51601.72655880617,55123.619916956784,52887.711105681534,56814.97742244125,54426.29686147593,58473.840317616,66221.58644137702,63119.71032556259,53962.73005520471,57158.798701704894,47367.34036183541,46740.3697419239,26853.215794224343,34020.500852058365,26081.649047818908
scenario_2323,16155.26387131241,10517.850468246015,6672.7733294933205,12095.937430914259,7505.516750209885,15351.866556285135,9004.736629898887,24335.564173616705,19703.95065626257,41241.85058903893,48265.51123502792,41413.12514247884,43630.02095007499,53149.602652445916,46307.2881813298,51134.32781075621,41874.03825280587,48339.88287471261,35633.89627503484,32661.562456429096,24546.61109243802,38441.088242354366,29000.79224687931,34666.894417748365
scenario_3836,2125.1499633461135,12066.153517383325,16820.841103094757,16747.837973096917,16698.884918929165,5662.495369060445,17114.807903836314,11976.317231323113,14730.549602790521,35314.36982148499,22385.82287099056,20953.545831446318,35600.11438129385,11856.874318968748,36878.97321337149,9401.146152582929,23146.701193331883,16891.84197722915,11843.75578776158,6105.769484399566,16316.44250568682,10722.860129835142,26744.889096029707,12198.060665409106
scenario_4765,1000.0,1000.0,3810.029056418607,1000.0,1000.0,13389.490868787841,2125.5633818390997,11581.934861855601,8461.088529342967,1000.0,1000.0,19602.92916287479,28025.871117624087,39805.68774756992,21830.265798100314,37442.93153733559,28587.355388075397,24259.090121822577,14342.527938100982,20980.92850627905,15080.756179282303,17585.773474294198,22410.44800975679,17488.38430724093
scenario_0604,33863.953774860754,31870.73252396571,26458.796735676053,17095.400414333664,16267.729261264056,24327.663903085613,36629.6565698994,30592.10139667807,50323.03916322916,48365.9314189503,55730.660459354396,45431.538797859495,59013.39555621652,51807.076725645034,56291.59308485262,43644.991908891134,42005.90781571393,60205.82521068852,46292.98683436594,50751.36791756217,44451.09856266579,35914.67295547968,32966.172805976516,30814.283198884616
