unit,bus,fuel_type,p_min_mw,p_max_mw,variable_cost,startup_cost,shutdown_cost,no_load_cost,ramp_up_mw,ramp_down_mw,min_up_hours,min_down_hours,initial_status
T397,7373,ng,55.0,126.0,28.63,1890.0,0.0,500.0,126.0,126.0,2,2,0
T398,7392,ng,11.0,12.3,22.89,184.0,0.0,500.0,12.3,12.3,2,2,0
T399,7400,ng,30.0,57.0,24.55,855.0,0.0,500.0,57.0,57.0,2,2,0
T400,7400,ng,30.0,53.0,24.01,795.0,0.0,500.0,53.0,53.0,2,2,0
T401,7400,ng,30.0,53.0,24.41,795.0,0.0,500.0,53.0,53.0,2,2,0
T402,7400,ng,30.0,47.0,24.65,705.0,0.0,500.0,47.0,47.0,2,2,0
T403,7400,ng,30.0,56.0,24.06,840.0,0.0,500.0,56.0,56.0,2,2,0
T404,7403,ng,3.6,36.0,24.11,540.0,0.0,500.0,36.0,36.0,2,2,0
T405,7403,ng,3.6,36.0,24.11,540.0,0.0,500.0,36.0,36.0,2,2,0
T406,7403,ng,3.6,36.0,24.11,540.0,0.0,500.0,36.0,36.0,2,2,0
T407,7403,ng,3.6,36.0,24.11,540.0,0.0,500.0,36.0,36.0,2,2,0
T408,7414,ng,32.0,43.0,23.82,645.0,0.0,500.0,43.0,43.0,2,2,0
T409,7414,ng,32.0,43.0,23.82,645.0,0.0,500.0,43.0,43.0,2,2,0
T411,7428,ng,9.0,35.0,23.33,525.0,0.0,500.0,35.0,35.0,2,2,0
T414,8046,ng,80.0,182.0,31.38,2730.0,0.0,500.0,182.0,182.0,2,2,0
T415,8047,ng,80.0,182.0,31.38,2730.0,0.0,500.0,182.0,182.0,2,2,0
T416,8048,ng,90.0,167.0,31.14,2505.0,0.0,500.0,167.0,167.0,2,2,0
T417,8049,ng,90.0,167.0,31.14,2505.0,0.0,500.0,167.0,167.0,2,2,0
T418,8050,ng,90.0,167.0,32.36,2505.0,0.0,500.0,167.0,167.0,2,2,0
T419,8051,ng,90.0,167.0,31.14,2505.0,0.0,500.0,167.0,167.0,2,2,0
T420,8070,coal,300.0,836.0,27.67,33440.0,0.0,800.0,418.0,418.0,6,6,1
T421,8071,coal,300.0,824.0,25.69,32960.0,0.0,800.0,412.0,412.0,6,6,1
T422,8077,ng,190.0,405.0,45.57,6075.0,0.0,500.0,405.0,405.0,2,2,0
T423,8078,ng,90.0,148.0,29.27,2220.0,0.0,500.0,148.0,148.0,2,2,0
T424,8079,ng,90.0,146.0,30.35,2190.0,0.0,500.0,146.0,146.0,2,2,0
T425,8080,ng,90.0,146.0,29.22,2190.0,0.0,500.0,146.0,146.0,2,2,0
T426,8087,coal,348.0,855.0,28.93,34200.0,0.0,800.0,427.5,427.5,6,6,1
T427,8088,coal,455.0,855.0,30.95,34200.0,0.0,800.0,427.5,427.5,6,6,1
T428,8099,wood,70.0,100.0,35.0,2500.0,0.0,200.0,50.0,50.0,4,4,0
T429,8115,ng,35.0,502.0,44.2,7530.0,0.0,500.0,502.0,502.0,2,2,0
T430,8116,ng,20.0,167.0,28.14,2505.0,0.0,500.0,167.0,167.0,2,2,0
T431,8139,ng,27.0,32.4,23.52,486.0,0.0,500.0,32.4,32.4,2,2,0
T432,8139,ng,0.5,11.0,22.69,165.0,0.0,500.0,11.0,11.0,2,2,0
T434,8152,ng,5.0,21.0,23.08,315.0,0.0,500.0,21.0,21.0,2,2,0
T435,8158,ng,12.0,47.1,23.92,706.0,0.0,500.0,47.1,47.1,2,2,0
T436,8158,ng,12.0,47.1,24.21,706.0,0.0,500.0,47.1,47.1,2,2,0
T437,12502,coal,220.0,805.0,25.58,32200.0,0.0,800.0,402.5,402.5,6,6,1
T438,12503,coal,230.0,805.0,26.58,32200.0,0.0,800.0,402.5,402.5,6,6,1
T439,12504,coal,220.0,800.0,25.49,32000.0,0.0,800.0,400.0,400.0,6,6,1
T440,12506,ng,88.0,406.0,42.09,6090.0,0.0,500.0,406.0,406.0,2,2,0
T441,12507,ng,88.0,406.0,42.09,6090.0,0.0,500.0,406.0,406.0,2,2,0
T442,12508,ng,90.0,165.0,31.04,2475.0,0.0,500.0,165.0,165.0,2,2,0
T443,12509,ng,90.0,165.0,32.31,2475.0,0.0,500.0,165.0,165.0,2,2,0
T444,12510,ng,90.0,157.0,31.97,2355.0,0.0,500.0,157.0,157.0,2,2,0
T445,12511,ng,90.0,157.0,31.97,2355.0,0.0,500.0,157.0,157.0,2,2,0
T446,12512,ng,90.0,157.0,31.97,2355.0,0.0,500.0,157.0,157.0,2,2,0
T447,12513,ng,90.0,157.0,29.56,2355.0,0.0,500.0,157.0,157.0,2,2,0
T448,12514,ng,150.0,270.0,36.59,4050.0,0.0,500.0,270.0,270.0,2,2,0
T449,12515,ng,150.0,270.0,38.65,4050.0,0.0,500.0,270.0,270.0,2,2,0
T450,12516,ng,150.0,270.0,40.71,4050.0,0.0,500.0,270.0,270.0,2,2,0
T451,12517,ng,150.0,270.0,36.59,4050.0,0.0,500.0,270.0,270.0,2,2,0
T452,12518,ng,110.0,270.0,37.27,4050.0,0.0,500.0,270.0,270.0,2,2,0
T453,12519,ng,150.0,255.0,38.06,3825.0,0.0,500.0,255.0,255.0,2,2,0
T454,12520,ng,140.0,232.0,38.6,3480.0,0.0,500.0,232.0,232.0,2,2,0
T455,12521,ng,140.0,232.0,36.78,3480.0,0.0,500.0,232.0,232.0,2,2,0
T456,12522,ng,140.0,232.0,36.78,3480.0,0.0,500.0,232.0,232.0,2,2,0
T457,12524,coal,300.0,785.0,27.56,31400.0,0.0,800.0,392.5,392.5,6,6,1
T458,12525,coal,130.0,560.0,19.82,22400.0,0.0,800.0,280.0,280.0,6,6,1
T459,12526,ng,100.0,153.0,30.89,2295.0,0.0,500.0,153.0,153.0,2,2,0
T460,12527,ng,100.0,153.0,30.89,2295.0,0.0,500.0,153.0,153.0,2,2,0
T461,12529,ng,120.0,435.0,44.4,6525.0,0.0,500.0,435.0,435.0,2,2,0
T462,12530,ng,120.0,435.0,47.1,6525.0,0.0,500.0,435.0,435.0,2,2,0
T463,12531,ng,50.0,375.0,39.53,5625.0,0.0,500.0,375.0,375.0,2,2,0
T464,12532,ng,164.0,165.0,34.87,2475.0,0.0,500.0,165.0,165.0,2,2,0
T465,12533,ng,164.0,165.0,33.25,2475.0,0.0,500.0,165.0,165.0,2,2,0
T466,12534,ng,164.0,165.0,33.25,2475.0,0.0,500.0,165.0,165.0,2,2,0
T467,12537,ng,40.0,523.0,42.48,7845.0,0.0,500.0,523.0,523.0,2,2,0
T468,12538,ng,56.0,392.0,42.63,5880.0,0.0,500.0,392.0,392.0,2,2,0
T469,12540,ng,120.0,198.0,33.1,2970.0,0.0,500.0,198.0,198.0,2,2,0
T470,12541,ng,120.0,198.0,33.1,2970.0,0.0,500.0,198.0,198.0,2,2,0
T471,12542,ng,63.0,72.0,25.59,1080.0,0.0,500.0,72.0,72.0,2,2,0
T472,12543,ng,60.0,72.0,26.18,1080.0,0.0,500.0,72.0,72.0,2,2,0
T475,12548,ng,100.0,158.0,31.09,2370.0,0.0,500.0,158.0,158.0,2,2,0
T476,12549,ng,100.0,158.0,29.81,2370.0,0.0,500.0,158.0,158.0,2,2,0
T477,12550,ng,100.0,157.0,32.31,2355.0,0.0,500.0,157.0,157.0,2,2,0
T478,12551,ng,65.0,82.0,25.88,1230.0,0.0,500.0,82.0,82.0,2,2,0
T479,12552,ng,120.0,173.0,33.64,2595.0,0.0,500.0,173.0,173.0,2,2,0
T480,12553,ng,120.0,173.0,32.22,2595.0,0.0,500.0,173.0,173.0,2,2,0
T481,12557,ng,85.0,245.0,35.41,3675.0,0.0,500.0,245.0,245.0,2,2,0
T482,12558,ng,85.0,245.0,33.79,3675.0,0.0,500.0,245.0,245.0,2,2,0
T483,12559,ng,130.0,245.0,36.93,3675.0,0.0,500.0,245.0,245.0,2,2,0
T484,12561,ng,170.0,237.0,40.02,3555.0,0.0,500.0,237.0,237.0,2,2,0
T485,12562,ng,135.0,215.0,35.9,3225.0,0.0,500.0,215.0,215.0,2,2,0
T486,12563,ng,135.0,215.0,34.18,3225.0,0.0,500.0,215.0,215.0,2,2,0
T487,12568,ng,110.0,158.0,30.06,2370.0,0.0,500.0,158.0,158.0,2,2,0
T488,12569,ng,110.0,158.0,31.38,2370.0,0.0,500.0,158.0,158.0,2,2,0
T489,12570,ng,110.0,158.0,31.38,2370.0,0.0,500.0,158.0,158.0,2,2,0
T490,12571,ng,19.0,75.0,25.24,1125.0,0.0,500.0,75.0,75.0,2,2,0
T491,12572,ng,25.0,75.0,24.9,1125.0,0.0,500.0,75.0,75.0,2,2,0
T492,12574,ng,3.1,31.0,23.57,465.0,0.0,500.0,31.0,31.0,2,2,0
T493,12574,ng,3.1,31.0,23.87,465.0,0.0,500.0,31.0,31.0,2,2,0
T494,12575,ng,35.0,103.0,26.52,1545.0,0.0,500.0,103.0,103.0,2,2,0
T495,12576,ng,35.0,103.0,26.52,1545.0,0.0,500.0,103.0,103.0,2,2,0
T496,12577,ng,45.0,85.0,26.18,1275.0,0.0,500.0,85.0,85.0,2,2,0
T497,12578,ng,45.0,85.0,26.18,1275.0,0.0,500.0,85.0,85.0,2,2,0
T498,12579,ng,45.0,85.0,26.18,1275.0,0.0,500.0,85.0,85.0,2,2,0
T499,12580,ng,45.0,85.0,25.54,1275.0,0.0,500.0,85.0,85.0,2,2,0
T509,12597,ng,150.0,204.0,34.23,3060.0,0.0,500.0,204.0,204.0,2,2,0
T510,12598,ng,90.0,167.0,32.36,2505.0,0.0,500.0,167.0,167.0,2,2,0
T511,12599,ng,90.0,167.0,31.14,2505.0,0.0,500.0,167.0,167.0,2,2,0
T513,12603,ng,60.0,69.0,25.44,1035.0,0.0,500.0,69.0,69.0,2,2,0
T514,12604,ng,60.0,69.0,26.08,1035.0,0.0,500.0,69.0,69.0,2,2,0
T515,12605,ng,60.0,68.0,26.03,1020.0,0.0,500.0,68.0,68.0,2,2,0
T516,12606,ng,60.0,68.0,25.39,1020.0,0.0,500.0,68.0,68.0,2,2,0
T518,12610,ng,60.0,190.0,32.31,2850.0,0.0,500.0,190.0,190.0,2,2,0
T519,12611,ng,90.0,164.0,30.99,2460.0,0.0,500.0,164.0,164.0,2,2,0
T520,12612,ng,90.0,164.0,30.99,2460.0,0.0,500.0,164.0,164.0,2,2,0
T521,12614,ng,75.0,180.0,31.14,2700.0,0.0,500.0,180.0,180.0,2,2,0
T522,12615,ng,95.0,168.0,31.28,2520.0,0.0,500.0,168.0,168.0,2,2,0
T523,12616,ng,95.0,168.0,32.61,2520.0,0.0,500.0,168.0,168.0,2,2,0
T525,12622,ng,65.0,172.0,30.55,2580.0,0.0,500.0,172.0,172.0,2,2,0
T526,12623,ng,105.0,169.0,31.63,2535.0,0.0,500.0,169.0,169.0,2,2,0
T527,12624,ng,105.0,169.0,33.0,2535.0,0.0,500.0,169.0,169.0,2,2,0
T528,12626,ng,95.0,173.0,31.48,2595.0,0.0,500.0,173.0,173.0,2,2,0
T529,12627,ng,95.0,173.0,31.48,2595.0,0.0,500.0,173.0,173.0,2,2,0
T530,12628,ng,15.0,160.0,28.68,2400.0,0.0,500.0,160.0,160.0,2,2,0
T536,12643,ng,62.0,177.0,30.64,2655.0,0.0,500.0,177.0,177.0,2,2,0
T537,12644,ng,90.0,159.0,32.07,2385.0,0.0,500.0,159.0,159.0,2,2,0
T538,12645,ng,90.0,157.0,30.74,2355.0,0.0,500.0,157.0,157.0,2,2,0
T540,12649,ng,34.0,85.5,25.93,1282.0,0.0,500.0,85.5,85.5,2,2,0
T541,12650,ng,40.0,68.2,24.51,1023.0,0.0,500.0,68.2,68.2,2,2,0
T542,12651,ng,40.0,66.6,25.49,999.0,0.0,500.0,66.6,66.6,2,2,0
T543,12652,ng,40.0,66.2,24.95,993.0,0.0,500.0,66.2,66.2,2,2,0
T544,12653,ng,40.0,65.9,24.95,989.0,0.0,500.0,65.9,65.9,2,2,0
T545,12654,ng,40.0,65.1,24.95,976.0,0.0,500.0,65.1,65.1,2,2,0
T546,12655,ng,40.0,64.4,25.44,966.0,0.0,500.0,64.4,64.4,2,2,0
T553,12668,ng,58.0,98.1,27.7,1472.0,0.0,500.0,98.1,98.1,2,2,0
T554,12669,ng,58.0,98.1,26.91,1472.0,0.0,500.0,98.1,98.1,2,2,0
T555,12670,ng,55.0,70.0,25.39,1050.0,0.0,500.0,70.0,70.0,2,2,0
T556,12671,ng,55.0,70.0,25.98,1050.0,0.0,500.0,70.0,70.0,2,2,0
T557,12672,ng,55.0,68.0,25.93,1020.0,0.0,500.0,68.0,68.0,2,2,0
T558,12673,ng,55.0,68.0,25.29,1020.0,0.0,500.0,68.0,68.0,2,2,0
T564,12682,ng,45.0,95.6,27.21,1434.0,0.0,500.0,95.6,95.6,2,2,0
T565,12683,ng,45.0,95.6,26.52,1434.0,0.0,500.0,95.6,95.6,2,2,0
T566,12684,ng,30.0,95.2,26.18,1428.0,0.0,500.0,95.2,95.2,2,2,0
T567,12685,ng,50.0,68.3,25.24,1024.0,0.0,500.0,68.3,68.3,2,2,0
T568,12686,ng,50.0,68.3,24.65,1024.0,0.0,500.0,68.3,68.3,2,2,0
T571,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T572,12689,ng,22.5,44.5,24.41,668.0,0.0,500.0,44.5,44.5,2,2,0
T573,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T574,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T575,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T576,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T577,12689,ng,22.5,44.5,24.41,668.0,0.0,500.0,44.5,44.5,2,2,0
T578,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T579,12689,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T580,12689,ng,22.5,44.5,24.41,668.0,0.0,500.0,44.5,44.5,2,2,0
T581,12692,ng,90.0,109.0,28.04,1635.0,0.0,500.0,109.0,109.0,2,2,0
T582,12693,ng,90.0,109.0,29.02,1635.0,0.0,500.0,109.0,109.0,2,2,0
T583,12694,ng,90.0,109.0,28.04,1635.0,0.0,500.0,109.0,109.0,2,2,0
T584,12695,ng,90.0,109.0,27.06,1635.0,0.0,500.0,109.0,109.0,2,2,0
T586,12700,ng,5.0,142.0,27.01,2130.0,0.0,500.0,142.0,142.0,2,2,0
T587,12701,ng,65.0,92.0,26.13,1380.0,0.0,500.0,92.0,92.0,2,2,0
T588,12702,ng,65.0,92.0,26.91,1380.0,0.0,500.0,92.0,92.0,2,2,0
T589,12703,ng,65.0,92.0,26.91,1380.0,0.0,500.0,92.0,92.0,2,2,0
T590,12705,ng,0.0,204.0,29.81,3060.0,0.0,500.0,204.0,204.0,2,2,0
T591,12706,ng,0.0,204.0,29.81,3060.0,0.0,500.0,204.0,204.0,2,2,0
T599,12722,dfo,30.0,67.0,99.5,670.0,0.0,100.0,134.0,134.0,1,1,0
T600,12723,dfo,30.0,67.0,97.42,670.0,0.0,100.0,134.0,134.0,1,1,0
T601,12724,dfo,30.0,67.0,95.34,670.0,0.0,100.0,134.0,134.0,1,1,0
T602,12725,dfo,30.0,66.0,99.39,660.0,0.0,100.0,132.0,132.0,1,1,0
T603,12726,dfo,30.0,65.0,95.12,650.0,0.0,100.0,130.0,130.0,1,1,0
T604,12727,dfo,30.0,65.0,99.28,650.0,0.0,100.0,130.0,130.0,1,1,0
T605,12729,ng,25.0,138.0,28.14,2070.0,0.0,500.0,138.0,138.0,2,2,0
T606,12730,ng,20.0,107.0,26.27,1605.0,0.0,500.0,107.0,107.0,2,2,0
T607,12731,ng,10.0,75.0,25.05,1125.0,0.0,500.0,75.0,75.0,2,2,0
T608,12732,ng,55.0,75.0,26.13,1125.0,0.0,500.0,75.0,75.0,2,2,0
T612,12739,ng,90.0,141.0,30.2,2115.0,0.0,500.0,141.0,141.0,2,2,0
T613,12740,ng,90.0,140.0,29.02,2100.0,0.0,500.0,140.0,140.0,2,2,0
T614,12741,ng,5.0,85.0,24.75,1275.0,0.0,500.0,85.0,85.0,2,2,0
T615,12742,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T616,12742,ng,22.5,44.5,23.72,668.0,0.0,500.0,44.5,44.5,2,2,0
T617,12742,ng,22.5,44.5,23.72,668.0,0.0,500.0,44.5,44.5,2,2,0
T618,12742,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T619,12742,ng,22.5,44.5,24.41,668.0,0.0,500.0,44.5,44.5,2,2,0
T620,12742,ng,22.5,44.5,23.72,668.0,0.0,500.0,44.5,44.5,2,2,0
T621,12742,ng,22.5,44.5,23.72,668.0,0.0,500.0,44.5,44.5,2,2,0
T622,12742,ng,22.5,44.5,24.06,668.0,0.0,500.0,44.5,44.5,2,2,0
T623,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T624,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T625,12743,ng,0.0,44.5,23.38,668.0,0.0,500.0,44.5,44.5,2,2,0
T626,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T627,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T628,12743,ng,0.0,44.5,23.82,668.0,0.0,500.0,44.5,44.5,2,2,0
T629,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T630,12743,ng,0.0,44.5,23.62,668.0,0.0,500.0,44.5,44.5,2,2,0
T638,12760,ng,30.0,61.0,24.65,915.0,0.0,500.0,61.0,61.0,2,2,0
T639,12761,ng,5.4,54.0,24.95,810.0,0.0,500.0,54.0,54.0,2,2,0
T640,12761,ng,5.4,54.0,24.41,810.0,0.0,500.0,54.0,54.0,2,2,0
T641,12761,ng,5.4,54.0,24.95,810.0,0.0,500.0,54.0,54.0,2,2,0
T642,12761,ng,5.4,54.0,24.95,810.0,0.0,500.0,54.0,54.0,2,2,0
T643,12761,ng,5.4,54.0,24.41,810.0,0.0,500.0,54.0,54.0,2,2,0
T644,12761,ng,5.4,54.0,24.41,810.0,0.0,500.0,54.0,54.0,2,2,0
T652,12776,coal,95.0,153.0,13.2,6120.0,0.0,800.0,76.5,76.5,6,6,1
T653,12777,coal,95.0,152.0,13.2,6080.0,0.0,800.0,76.0,76.0,6,6,1
T667,12805,ng,75.0,150.0,28.97,2250.0,0.0,500.0,150.0,150.0,2,2,0
T668,12806,ng,75.0,150.0,28.97,2250.0,0.0,500.0,150.0,150.0,2,2,0
T685,12849,ng,43.0,143.1,28.88,2146.0,0.0,500.0,143.1,143.1,2,2,0
T686,12850,ng,43.0,143.1,28.88,2146.0,0.0,500.0,143.1,143.1,2,2,0
T691,12861,ng,22.5,44.6,24.06,669.0,0.0,500.0,44.6,44.6,2,2,0
T692,12861,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T693,12861,ng,22.5,44.6,24.06,669.0,0.0,500.0,44.6,44.6,2,2,0
T694,12861,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T695,12861,ng,22.5,44.6,24.41,669.0,0.0,500.0,44.6,44.6,2,2,0
T696,12861,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T697,12862,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T698,12862,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T699,12862,ng,22.5,44.6,24.06,669.0,0.0,500.0,44.6,44.6,2,2,0
T700,12862,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T701,12862,ng,22.5,44.6,23.72,669.0,0.0,500.0,44.6,44.6,2,2,0
T702,12862,ng,22.5,44.6,24.06,669.0,0.0,500.0,44.6,44.6,2,2,0
T703,12864,ng,100.0,163.0,32.56,2445.0,0.0,500.0,163.0,163.0,2,2,0
T704,12865,ng,100.0,104.0,29.12,1560.0,0.0,500.0,104.0,104.0,2,2,0
T706,12870,ng,55.0,69.0,24.75,1035.0,0.0,500.0,69.0,69.0,2,2,0
T707,12871,ng,52.0,66.0,25.19,990.0,0.0,500.0,66.0,66.0,2,2,0
T708,12872,ng,52.0,66.0,24.6,990.0,0.0,500.0,66.0,66.0,2,2,0
T709,12873,ng,25.0,62.0,24.55,930.0,0.0,500.0,62.0,62.0,2,2,0
T743,12933,ng,40.0,78.0,25.29,1170.0,0.0,500.0,78.0,78.0,2,2,0
T744,12934,ng,40.0,75.0,25.19,1125.0,0.0,500.0,75.0,75.0,2,2,0
T760,12958,ng,40.0,76.0,25.24,1140.0,0.0,500.0,76.0,76.0,2,2,0
T763,12961,ng,50.0,235.0,33.79,3525.0,0.0,500.0,235.0,235.0,2,2,0
T785,12994,ng,4.0,50.0,23.82,750.0,0.0,500.0,50.0,50.0,2,2,0
T786,12995,ng,110.0,169.4,31.77,2541.0,0.0,500.0,169.4,169.4,2,2,0
T788,12998,ng,40.0,70.0,25.64,1050.0,0.0,500.0,70.0,70.0,2,2,0
T799,13016,ng,12.0,110.0,26.18,1650.0,0.0,500.0,110.0,110.0,2,2,0
T864,13126,ng,20.0,48.0,23.77,720.0,0.0,500.0,48.0,48.0,2,2,0
T865,13126,ng,20.0,48.0,23.77,720.0,0.0,500.0,48.0,48.0,2,2,0
T866,13126,ng,20.0,48.0,24.46,720.0,0.0,500.0,48.0,48.0,2,2,0
T867,13126,ng,20.0,47.0,24.06,705.0,0.0,500.0,47.0,47.0,2,2,0
T884,13152,ng,3.4,34.0,24.01,510.0,0.0,500.0,34.0,34.0,2,2,0
T885,13153,ng,50.0,69.0,25.83,1035.0,0.0,500.0,69.0,69.0,2,2,0
T886,13154,ng,50.0,69.0,25.83,1035.0,0.0,500.0,69.0,69.0,2,2,0
T898,13177,ng,58.0,80.0,25.68,1200.0,0.0,500.0,80.0,80.0,2,2,0
T899,13178,ng,58.0,80.0,26.37,1200.0,0.0,500.0,80.0,80.0,2,2,0
T944,13253,ng,18.0,31.0,23.38,465.0,0.0,500.0,31.0,31.0,2,2,0
T945,13253,ng,18.0,31.0,23.38,465.0,0.0,500.0,31.0,31.0,2,2,0
T946,13253,ng,16.0,18.0,22.89,270.0,0.0,500.0,18.0,18.0,2,2,0
T947,13253,ng,16.0,18.0,23.08,270.0,0.0,500.0,18.0,18.0,2,2,0
T948,13253,ng,16.0,18.0,23.08,270.0,0.0,500.0,18.0,18.0,2,2,0
T949,13253,ng,16.0,18.0,23.08,270.0,0.0,500.0,18.0,18.0,2,2,0
T962,13270,ng,25.0,42.0,24.06,630.0,0.0,500.0,42.0,42.0,2,2,0
T963,13270,ng,25.0,46.0,24.16,690.0,0.0,500.0,46.0,46.0,2,2,0
T964,13270,ng,1.6,16.0,23.18,240.0,0.0,500.0,16.0,16.0,2,2,0
T965,13270,ng,1.6,16.0,23.18,240.0,0.0,500.0,16.0,16.0,2,2,0
T969,13276,ng,25.0,117.0,26.72,1755.0,0.0,500.0,117.0,117.0,2,2,0
T976,13287,ng,20.0,40.0,23.92,600.0,0.0,500.0,40.0,40.0,2,2,0
T977,13287,ng,20.0,40.0,24.16,600.0,0.0,500.0,40.0,40.0,2,2,0
T978,13287,ng,29.0,30.0,23.52,450.0,0.0,500.0,30.0,30.0,2,2,0
T984,13296,ng,15.0,45.0,23.92,675.0,0.0,500.0,45.0,45.0,2,2,0
T985,13296,ng,15.0,20.0,23.08,300.0,0.0,500.0,20.0,20.0,2,2,0
T986,13296,ng,32.0,42.0,24.16,630.0,0.0,500.0,42.0,42.0,2,2,0
T996,13312,ng,12.0,42.0,23.52,630.0,0.0,500.0,42.0,42.0,2,2,0
T997,13312,ng,12.0,42.0,23.77,630.0,0.0,500.0,42.0,42.0,2,2,0
T998,13312,ng,4.0,16.0,22.93,240.0,0.0,500.0,16.0,16.0,2,2,0
T1027,13354,ng,40.0,75.0,25.19,1125.0,0.0,500.0,75.0,75.0,2,2,0
T1028,13355,ng,20.0,43.0,24.26,645.0,0.0,500.0,43.0,43.0,2,2,0
T1029,13355,ng,20.0,43.0,23.67,645.0,0.0,500.0,43.0,43.0,2,2,0
T1030,13356,ng,32.0,43.0,24.21,645.0,0.0,500.0,43.0,43.0,2,2,0
T1031,13356,ng,32.0,43.0,24.55,645.0,0.0,500.0,43.0,43.0,2,2,0
T1032,13357,ng,32.0,43.0,23.82,645.0,0.0,500.0,43.0,43.0,2,2,0
T1033,13357,ng,32.0,43.0,24.55,645.0,0.0,500.0,43.0,43.0,2,2,0
T1034,13358,ng,34.0,43.0,24.26,645.0,0.0,500.0,43.0,43.0,2,2,0
T1035,13358,ng,34.0,43.0,24.26,645.0,0.0,500.0,43.0,43.0,2,2,0
T1045,13376,ng,20.0,75.0,24.8,1125.0,0.0,500.0,75.0,75.0,2,2,0
T1046,13377,ng,10.0,18.0,23.13,270.0,0.0,500.0,18.0,18.0,2,2,0
T1047,13377,ng,10.0,18.0,23.13,270.0,0.0,500.0,18.0,18.0,2,2,0
T1048,13377,ng,30.0,38.0,24.01,570.0,0.0,500.0,38.0,38.0,2,2,0
T1049,13379,ng,7.4,74.0,25.83,1110.0,0.0,500.0,74.0,74.0,2,2,0
T1052,13384,ng,56.0,70.0,25.39,1050.0,0.0,500.0,70.0,70.0,2,2,0
T1057,13391,hydro,2.9,29.0,12.3,58.0,0.0,0.0,87.0,87.0,1,1,0
T1058,13391,hydro,27.0,29.0,12.3,58.0,0.0,0.0,87.0,87.0,1,1,0
T1060,13393,hydro,10.0,26.0,12.3,52.0,0.0,0.0,78.0,78.0,1,1,0
T1061,13393,hydro,10.0,26.0,12.3,52.0,0.0,0.0,78.0,78.0,1,1,0
T1067,13398,wood,16.3,32.0,35.0,800.0,0.0,200.0,16.0,16.0,4,4,0
T1068,13398,wood,10.0,18.0,35.0,450.0,0.0,200.0,9.0,9.0,4,4,0
T1076,13406,ng,8.0,42.5,23.47,638.0,0.0,500.0,42.5,42.5,2,2,0
T1081,13410,ng,5.0,32.0,23.23,480.0,0.0,500.0,32.0,32.0,2,2,0
T1088,13417,ng,2.0,20.0,23.18,300.0,0.0,500.0,20.0,20.0,2,2,0
